,Username,Post Date,Content,Like Count,Date,DateDiff(days),Year,hashtags,hashtag_count
2249,meow_plus_space,2023-08-02,"#喵家新成員出來活動了，雖然眼睛有一點不舒服，但是依然活力四射😊😊

#營業時間星期一~星期五11：30sm~8：30pm
#週末11：00am~10：00pm
#貓貓日常 
#空間
#休息站",17,2023-08-02,57.0,2023.0,"['#喵家新成員出來活動了，雖然眼睛有一點不舒服，但是依然活力四射😊😊', '#營業時間星期一~星期五11：30sm~8：30pm', '#週末11：00am~10：00pm', '#貓貓日常', '#空間', '#休息站']",6.0
2247,meow_plus_space,2023-09-02,"#喵家Men醬❤❤
#我家型男讓我為你癡迷😘😘
#衹要出門就很想念祂們",31,2023-09-02,31.0,2023.0,"['#喵家Men醬❤❤', '#我家型男讓我為你癡迷😘😘', '#衹要出門就很想念祂們']",3.0
2204,meow_plus_space,2023-09-03,"#喵家聚集了親人 發嗲的貓寶貝
#喵家獨特：黏人…發嗲…融化貓奴的❤

我們是來自台灣的愛貓一族，喵家的小成員個個都溫順又活潑、可愛且黏人，貓寶貝們都喜歡溫暖的懷抱 (今月出生布偶五胞胎)超級可愛☺
---------------------------------
🐱同貓寶貝們互動🐱
設有任飲自助吧台 (台灣茶/即溶咖啡/小零食) 
  星期一至五  星期六/日/公眾假期
首小時 $78 $88
第2小時 $58 $68

😋享受絕佳的美食😋(日式＋西式)
含主食餐點+任飲自助吧台，附送：收費飲品
星期一至五 $178 /(兩小時)
星期六/日/公眾假期 $188 /90分鐘(加鐘$30半小時)
---------------------------------
預約電話：96477810
 ：98246980
歡迎大家來到喵家 放鬆 休息 開會 聚餐~~~

喵家設有包廂，歡迎預約包廂，擁有獨立私人空間

  歡迎包場  生日會 派對聚會 ~~~

如想訂位，請留下人數，時段和日期，我們會儘快回覆的，謝謝體諒，喵~
(記得穿襪子喔)

您好！非常感謝您對喵家的支持，貓貓都非常可愛，週末人多，有照顧不周的地方，請您們諒解😊😊",13,2023-09-03,1.0,2023.0,"['#喵家聚集了親人', '#喵家獨特：黏人…發嗲…融化貓奴的❤']",2.0
2184,meow_plus_space,2023-09-05,"堪稱CP值最高的貓🐱店
性格完全唔同的貓🐱，各有捧場客
#我們喵家生活 
#日常賣萌",65,2023-09-05,2.0,2023.0,"['#我們喵家生活', '#日常賣萌']",2.0
2244,meow_plus_space,2023-10-02,"#我們一起愛護祂們！
#有你們的支持寶貝有更舒服的家住了
#感謝每一位支持過喵家寶貝的貓奴們，在喵家祂們空間更大，更舒服，更活潑了😊😊
#也開心牠們帶給你們歡樂！😍😍
希望煩惱的你們來到喵家能拋去煩惱
😊😊😊
 開心的您們來到喵家更開心😊😊

 #聚餐# 生日會# 寫功課 辦公~~您們需要的，喵家都願意陪著您們❤❤",37,2023-10-02,27.0,2023.0,"['#我們一起愛護祂們！', '#有你們的支持寶貝有更舒服的家住了', '#感謝每一位支持過喵家寶貝的貓奴們，在喵家祂們空間更大，更舒服，更活潑了😊😊', '#也開心牠們帶給你們歡樂！😍😍', '#聚餐#']",5.0
2309,meow_plus_space,2023-11-01,"#喵醬一天比一天大了，已經是位人見人愛的小美女了#
#不知道媽媽還會記得你嗎？
#你的堅強終於迎來了你的彩虹😊😊
#加油你是最棒的
#喵~嗎~",19,2023-11-01,30.0,2023.0,"['#喵醬一天比一天大了，已經是位人見人愛的小美女了#', '#不知道媽媽還會記得你嗎？', '#你的堅強終於迎來了你的彩虹😊😊', '#加油你是最棒的', '#喵~嗎~']",5.0
2129,meow_plus_space,2024-06-01,"我們是來自臺灣的愛貓一族，喵家25隻的小成員個個都溫順又活潑、可愛且黏人，貓寶貝們都喜歡溫暖的懷抱 
（獨家德文卷毛） 緬因 布偶 英短 美短 
 金漸層(BB)  蘇格蘭直耳
---------------------------------
🐱同貓寶貝們互動🐱
設有任飲自助吧台 (台灣茶/即溶咖啡/小零食) 
  星期一至五  星期六/日/公眾假期
首小時 $78 $88
第2小時 $58 $68
_____
  喵家開啟限時迎冬優惠
  2人行9折
  3人行85折
  4人行（及以上）8折
  另有40幾個餐食提供
  全部低至8折
---------------------------------
另有積喵家印章優惠：五次免費加鐘/60分  十次再次免費加鐘/90分
歡迎大家來到喵家 放鬆 休息 開會 聚餐~~~
喵家設有包廂，歡迎預約包廂，擁有獨立私人空間

歡迎包場  生日會 派對聚會 ~~~

如想訂位，請留下人數，時段和日期，我們會儘快回覆

地址：駱駝漆大廈三座5樓C室
---------------------------------
#貓Cafe #喵cafe  #貓貓Cafe
#貓咪Cafe  #寵物cafe #貓Cafe觀塘 #貓咖啡屋 #貓Cafe價錢 #貓Cafe推介 #觀塘貓Cafe #台北貓Cafe 
#貓貓咖啡 #緬因貓cafe #緬絪貓cafe #觀塘寵物cafe
#短毛貓貓Cafe
#布偶貓Cafe
#德文卷毛貓Cafe
#英國短毛貓Cafe
#貓貓樂園
#寵物樂園
#必去貓Cafe
#寵物餐廳
#緬因貓價錢
#親子好去處
#觀塘好去處
#打卡好去處
#觀塘親子好去處",40,2024-06-01,213.0,2024.0,"['#貓Cafe', '#喵cafe', '#貓貓Cafe', '#貓咪Cafe', '#寵物cafe', '#貓Cafe觀塘', '#貓咖啡屋', '#貓Cafe價錢', '#貓Cafe推介', '#觀塘貓Cafe', '#台北貓Cafe', '#貓貓咖啡', '#緬因貓cafe', '#緬絪貓cafe', '#觀塘寵物cafe', '#短毛貓貓Cafe', '#布偶貓Cafe', '#德文卷毛貓Cafe', '#英國短毛貓Cafe', '#貓貓樂園', '#寵物樂園', '#必去貓Cafe', '#寵物餐廳', '#緬因貓價錢', '#親子好去處', '#觀塘好去處', '#打卡好去處', '#觀塘親子好去處']",28.0
2111,meow_plus_space,2024-06-05,"#觀塘貓cafe喵家空間
地址：觀塘駱駝漆大廈3座5樓C
預約電話：9824 6980
營業時間：11:30- 20:30

我們是來自臺灣的愛貓一族，喵家25隻的小成員個個都溫順又活潑、可愛且黏人，貓寶貝們都喜歡溫暖的懷抱 
（獨家德文卷毛） 緬因 布偶 英短 美短 
 金漸層(BB)  蘇格蘭直耳
英短BB
---------------------------------
🐱同貓寶貝們互動🐱
設有任飲自助吧台 (台灣茶/即溶咖啡/小零食) 
  原價  首小時 $78 
  原價  第二小時 $58 

限期優惠純玩8折優惠
首小時$62
第二小時$46
免費暢飲各式花茶/咖啡

美食套餐：$128（1Hr）
 $168(2Hr)
星期六/日/公眾假期＋$10
_____
 另有積喵家印章優惠：五次免費加鐘/60分  十次再次免得加鐘/90分和一個貓咪零食
歡迎大家來到喵家 放鬆 休息 開會 聚餐~~~
喵家設有包廂，歡迎預約包廂，擁有獨立私人空間

歡迎包場  生日會 派對聚會 ~~~

如想訂位，請留下人數，時段和日期，我們會儘快回覆

地址：駱駝漆大廈三座5樓C室
---------------------------------
#貓Cafe #喵cafe  #貓貓Cafe
#貓咪Cafe  #寵物cafe #貓Cafe觀塘 #貓咖啡屋 #貓Cafe價錢 #貓Cafe推介 #觀塘貓Cafe #台北貓Cafe 
#貓貓咖啡 #緬因貓cafe #緬絪貓cafe #觀塘寵物cafe
#短毛貓貓Cafe
#布偶貓Cafe
#德文卷毛貓Cafe
#英國短毛貓Cafe
#貓貓樂園
#寵物樂園
#必去貓Cafe
#寵物餐廳
#緬因貓價錢
#親子好去處
#觀塘好去處
#打卡好去處
#觀塘親子好去處",11,2024-06-05,4.0,2024.0,"['#觀塘貓cafe喵家空間', '#貓Cafe', '#喵cafe', '#貓貓Cafe', '#貓咪Cafe', '#寵物cafe', '#貓Cafe觀塘', '#貓咖啡屋', '#貓Cafe價錢', '#貓Cafe推介', '#觀塘貓Cafe', '#台北貓Cafe', '#貓貓咖啡', '#緬因貓cafe', '#緬絪貓cafe', '#觀塘寵物cafe', '#短毛貓貓Cafe', '#布偶貓Cafe', '#德文卷毛貓Cafe', '#英國短毛貓Cafe', '#貓貓樂園', '#寵物樂園', '#必去貓Cafe', '#寵物餐廳', '#緬因貓價錢', '#親子好去處', '#觀塘好去處', '#打卡好去處', '#觀塘親子好去處']",29.0
2115,meow_plus_space,2024-07-03,"我們是來自臺灣的愛貓一族，喵家25隻的小成員個個都溫順又活潑、可愛且黏人，貓寶貝們都喜歡溫暖的懷抱 
（獨家德文卷毛） 緬因 布偶 英短 美短 
 金漸層(BB)  蘇格蘭直耳
---------------------------------
營業時間：11：30~20：30

🐱同貓寶貝們互動🐱
設有任飲自助吧台 (台灣茶/即溶咖啡/小零食) 
  星期一至五  星期六/日/公眾假期
首小時 $78 $88
第2小時 $58 $68

  喵家開啟限時優惠
  2人行9折
  3人行85折
  4人行（及以上）8折
  另有40幾個餐食提供
  全部低至8折
---------------------------------
另有積喵家印章優惠：五次免費加鐘/60分鐘  十次再次免費加鐘/90分鐘
歡迎大家來到喵家 放鬆 休息 開會 聚餐~~
地址：駱駝漆大廈三座5樓c室

喵家設有包廂，歡迎預約包廂，擁有獨立私人空間
歡迎包場  生日會 派對聚會",38,2024-07-03,28.0,2024.0,,0.0
2049,meow_plus_space,2024-10-06,"#觀塘貓cafe喵家空間
地址：觀塘駱駝漆大廈3座5樓C
預約電話：9824 6980
營業時間：11:30- 20:30

我們是來自臺灣的愛貓一族，喵家25隻的小成員個個都溫順又活潑、可愛且黏人，貓寶貝們都喜歡溫暖的懷抱 
（獨家德文卷毛） 緬因 布偶 英短 美短 
 金漸層(BB)  蘇格蘭直耳
英短BB
---------------------------------
🐱同貓寶貝們互動🐱
設有任飲自助吧台 (台灣茶/即溶咖啡/小零食) 
  原價  首小時 $78 
  原價  第二小時 $58 

限期優惠純玩8折優惠
首小時$62
第二小時$46
免費暢飲各式花茶/咖啡

美食套餐：$128（1Hr）
 $168(2Hr)
星期六/日/公眾假期＋$10
_____
 另有積喵家印章優惠：五次免費加鐘/60分  十次再次免得加鐘/90分和一個貓咪零食
歡迎大家來到喵家 放鬆 休息 開會 聚餐~~~
喵家設有包廂，歡迎預約包廂，擁有獨立私人空間

歡迎包場  生日會 派對聚會 ~~~

如想訂位，請留下人數，時段和日期，我們會儘快回覆

地址：駱駝漆大廈三座5樓C室
---------------------------------
#貓Cafe #喵cafe  #貓貓Cafe
#貓咪Cafe  #寵物cafe #貓Cafe觀塘 #貓咖啡屋 #貓Cafe價錢 #貓Cafe推介 #觀塘貓Cafe #台北貓Cafe 
#貓貓咖啡 #緬因貓cafe #緬絪貓cafe #觀塘寵物cafe
#短毛貓貓Cafe
#布偶貓Cafe
#德文卷毛貓Cafe
#英國短毛貓Cafe
#貓貓樂園
#寵物樂園
#必去貓Cafe
#寵物餐廳
#緬因貓價錢
#親子好去處
#觀塘好去處
#打卡好去處
#觀塘親子好去處",10,2024-10-06,95.0,2024.0,"['#觀塘貓cafe喵家空間', '#貓Cafe', '#喵cafe', '#貓貓Cafe', '#貓咪Cafe', '#寵物cafe', '#貓Cafe觀塘', '#貓咖啡屋', '#貓Cafe價錢', '#貓Cafe推介', '#觀塘貓Cafe', '#台北貓Cafe', '#貓貓咖啡', '#緬因貓cafe', '#緬絪貓cafe', '#觀塘寵物cafe', '#短毛貓貓Cafe', '#布偶貓Cafe', '#德文卷毛貓Cafe', '#英國短毛貓Cafe', '#貓貓樂園', '#寵物樂園', '#必去貓Cafe', '#寵物餐廳', '#緬因貓價錢', '#親子好去處', '#觀塘好去處', '#打卡好去處', '#觀塘親子好去處']",29.0
1067,nekoscube,2023-02-04,"邊吸貓🐱邊食芝士蛋糕🧀🍰
完全介紹版🤣
多謝UFOOD介紹🥰😍
- - - - - - 🄽🄴🄺🄾🅂🄲🅄🄱🄴 - - - - - -

#nekoscube 貓CAFE｜共享空間｜貓咪文創精品｜寵物用品｜生日party｜包場

- - - - - - 𝙊𝙋𝙀𝙉𝙄𝙉𝙂 𝙃𝙊𝙐𝙍𝙎 - - - - - -

🕑營業：平日及假日12:30-20:30
🐱最後入場時間：20:00🐱

- - - - - - 𝘼𝘿𝘿𝙍𝙀𝙎𝙎 - - - - - -

地址：新界荃灣路德圍4號荃運樓2期1/F A室 (荃灣路德圍和順記旁直上一樓)

#貓奴天堂 #緬因貓

🎊歡迎包場～～查詢電話:7075 3977 

#治癒空間 

- - - - - - 𝘾𝙊𝙉𝙏𝘼𝘾𝙏 - - - - - -

詳情可以dm/whatsapp 70753977,向客服查詢更多詳情!!

#荃灣好去處
#貓cafe  #catcafe #荃灣 #港短

#catsofttheworld #cats_of_instagram #cat #catlife #catstagram #meow #bestmeow #mainecoon #neko #petlovers #beautycat #petsagram  #貓 #catholic #catreel #catphotographer #catmodels #pet",234,2023-02-04,0.0,2023.0,"['#nekoscube', '#貓奴天堂', '#緬因貓', '#治癒空間', '#荃灣好去處', '#貓cafe', '#catcafe', '#荃灣', '#港短', '#catsofttheworld', '#cats_of_instagram', '#cat', '#catlife', '#catstagram', '#meow', '#bestmeow', '#mainecoon', '#neko', '#petlovers', '#beautycat', '#petsagram', '#貓', '#catholic', '#catreel', '#catphotographer', '#catmodels', '#pet']",27.0
1021,nekoscube,2023-02-05,"“Wish I was a cat! No school! No Works! 這是喵喵” By Yami
- - - - - - 🄽🄴🄺🄾🅂🄲🅄🄱🄴 - - - - - -

#nekoscube 貓CAFE｜共享空間｜貓咪文創精品｜寵物用品｜生日party｜包場

- - - - - - 𝙊𝙋𝙀𝙉𝙄𝙉𝙂 𝙃𝙊𝙐𝙍𝙎 - - - - - -

🕑營業：平日及假日12:30-20:30
🐱最後入場時間：20:00🐱

- - - - - - 𝘼𝘿𝘿𝙍𝙀𝙎𝙎 - - - - - -

地址：新界荃灣路德圍4號荃運樓2期1/F A室 (荃灣路德圍和順記旁直上一樓)

#貓奴天堂 #緬因貓 #mainecoon #浪浪 #港短 #治癒空間 

- - - - - - 𝘾𝙊𝙉𝙏𝘼𝘾𝙏 - - - - - -

🎊歡迎包場～～ 查詢電話 / Whatsapp:7075 3977
IG DM 查詢更多詳情!! 喵🐱🐱

#荃灣好去處 #荃灣cafe #貓咖啡
#貓cafe  #catcafe #荃灣

#貓奴日常 #香港打卡 #香港CAFE #香港好去處 #放假 #荃灣partyroom #拍拖好去處 #拍拖 #拍拖勝地 #情侶 #情侶好去處 #打卡 #打卡cafe",55,2023-02-05,1.0,2023.0,"['#nekoscube', '#貓奴天堂', '#緬因貓', '#mainecoon', '#浪浪', '#港短', '#治癒空間', '#荃灣好去處', '#荃灣cafe', '#貓咖啡', '#貓cafe', '#catcafe', '#荃灣', '#貓奴日常', '#香港打卡', '#香港CAFE', '#香港好去處', '#放假', '#荃灣partyroom', '#拍拖好去處', '#拍拖', '#拍拖勝地', '#情侶', '#情侶好去處', '#打卡', '#打卡cafe']",26.0
932,nekoscube,2023-02-11,"梳呀梳呀梳！🧐
一梳梳到尾，二梳梳到貓貓齊嚟🤣🤣",47,2023-02-11,6.0,2023.0,,0.0
1019,nekoscube,2023-03-05,"YAMI 徵招逗貓高手！黎一場汗與激情嘅運動！🥰 

——————————————

#NEKOSCUBE 
【 🐱貓CAFE x 共享空間 】
貓貓｜緬因貓｜巴斯克芝士蛋糕 ｜冷萃精品咖啡 

🕑營業：平日及假日12:30-20:30
🐱最後入場時間：20:00🐱 📍地址：新界荃灣路德圍4號,  荃運樓2期1/F A室 (和順記旁直上一樓)

———— 𝘾𝙊𝙉𝙏𝘼𝘾𝙏 ————
 預約查詢及詳情 ⏩  電話及Whatsapp: 7075 3977
可DM展開激情對話啊喵🐱

🎊歡迎包場 #Party🎊

—————————————-

#貓奴日常 #香港打卡 #香港好去處 #放假好去處 #拍拖好去處 #拍拖 #拍拖勝地 #情侶好去處 #打卡 #打卡cafe #浪浪 #港短 #catcafe

#catsofttheworld  #cat #meow  #mainecoon #neko  #貓 #catreel #catphotographer #catmodels #pet",127,2023-03-05,22.0,2023.0,"['#NEKOSCUBE', '#Party🎊', '#貓奴日常', '#香港打卡', '#香港好去處', '#放假好去處', '#拍拖好去處', '#拍拖', '#拍拖勝地', '#情侶好去處', '#打卡', '#打卡cafe', '#浪浪', '#港短', '#catcafe', '#catsofttheworld', '#cat', '#meow', '#mainecoon', '#neko', '#貓', '#catreel', '#catphotographer', '#catmodels', '#pet']",25.0
1112,nekoscube,2023-04-03,"Mizu 初嘗行街街！同太陽玩遊戲🥰 

- - - - - - 🄽🄴🄺🄾🅂🄲🅄🄱🄴 - - - - - -

#nekoscube 貓共享空間｜貓咪文創精品｜寵物用品｜生日party｜包場

- - - - - - 𝙊𝙋𝙀𝙉𝙄𝙉𝙂 𝙃𝙊𝙐𝙍𝙎 - - - - - -

🕑營業：平日12:30-20:30
🕑六日及假日：11:30-20:30
🐱最後入場時間：20:00🐱

- - - - - - 𝘼𝘿𝘿𝙍𝙀𝙎𝙎 - - - - - -

地址：新界荃灣路德圍4號荃運樓2期1/F A室 (荃灣路德圍和順記旁直上一樓)

#擼貓貓 #貓奴天堂 #緬因貓

🎊歡迎包場～～查詢電話:7075 3977

#治癒空間 

- - - - - - 𝘾𝙊𝙉𝙏𝘼𝘾𝙏 - - - - - -

詳情可以dm/whatsapp 70753977,向客服查詢更多詳情!!

#荃灣好去處
#貓cafe  #catcafe #荃灣 #港短 

#catsofttheworld #cats_of_instagram #cat #catlife #catstagram #meow #bestmeow #mainecoon #neko #petlovers #beautycat #petsagram  #貓 #catholic #catreel #catphotographer #catmodels #pet",36,2023-04-03,29.0,2023.0,"['#nekoscube', '#擼貓貓', '#貓奴天堂', '#緬因貓', '#治癒空間', '#荃灣好去處', '#貓cafe', '#catcafe', '#荃灣', '#港短', '#catsofttheworld', '#cats_of_instagram', '#cat', '#catlife', '#catstagram', '#meow', '#bestmeow', '#mainecoon', '#neko', '#petlovers', '#beautycat', '#petsagram', '#貓', '#catholic', '#catreel', '#catphotographer', '#catmodels', '#pet']",28.0
1013,nekoscube,2023-04-05,"緬因貓 x 港短 荃灣貓CAFE! 
YAMI 徵招逗貓高手！黎一場汗與激情嘅運動！🥰 

——————————————

#NEKOSCUBE 
【 🐱貓CAFE x 共享空間 】
貓貓｜緬因貓｜巴斯克芝士蛋糕 ｜冷萃精品咖啡 

🕑營業：平日及假日12:30-20:30
🐱最後入場時間：20:00🐱 📍地址：新界荃灣路德圍4號,  荃運樓2期1/F A室 (和順記旁直上一樓)

———— 𝘾𝙊𝙉𝙏𝘼𝘾𝙏 ————
 預約查詢及詳情 ⏩  電話及Whatsapp: 7075 3977
可DM展開激情對話啊喵🐱

🎊歡迎包場 #Party🎊

—————————————-

#貓奴日常 #香港打卡 #香港好去處 #放假好去處 #拍拖好去處 #拍拖 #拍拖勝地 #情侶好去處 #打卡 #打卡cafe #浪浪 #港短 #catcafe

#catsofttheworld  #cat #meow  #mainecoon #neko  #貓 #catreel #catphotographer #catmodels #pet",21,2023-04-05,2.0,2023.0,"['#NEKOSCUBE', '#Party🎊', '#貓奴日常', '#香港打卡', '#香港好去處', '#放假好去處', '#拍拖好去處', '#拍拖', '#拍拖勝地', '#情侶好去處', '#打卡', '#打卡cafe', '#浪浪', '#港短', '#catcafe', '#catsofttheworld', '#cat', '#meow', '#mainecoon', '#neko', '#貓', '#catreel', '#catphotographer', '#catmodels', '#pet']",25.0
971,nekoscube,2023-10-08,"🧙🏻數據顯示：直視貓貓睡覺，會有90%人類會受貓咪催眠，令全日只想睡，不想做嘢 #只想懶

喵星人越嚟越叻點算好？離統治人類又近一步

P.S. 失眠嘅人類，可以試下挑戰喵星人催眠技能啲功力！睇你失眠勁啲定喵星人勁啲😵‍💫😵‍💫😵‍💫 #我出完post都去瞓覺啦
——————————————

【 緬因貓 x 港短 🐱#荃灣貓CAFE 】 
共享空間｜貓貓｜#緬因貓｜巴斯克芝士蛋糕

#NEKOSCUBE 
🕑營業：平日及假日12:30-20:30
🐱最後入場時間：20:00🐱 📍地址：新界荃灣路德圍4號,  荃運樓2期1/F A室 (和順記旁直上一樓)

———— 𝘾𝙊𝙉𝙏𝘼𝘾𝙏 ————
 預約查詢及詳情 ⏩  電話及Whatsapp: 7075 3977
可DM展開喵喵激情對話啊喵🐱

🎊歡迎包場 #Party🎊

—————————————-

#貓 #貓奴日常 #香港打卡 #香港好去處 #放假好去處 #拍拖好去處 #拍拖 #拍拖勝地 #情侶好去處 #打卡 #打卡cafe #浪浪 #港短 #catcafe #荃灣

#catsofttheworld  #cat #meow  #mainecoon #neko  #catreel #catphotographer #catmodels #pet",35,2023-10-08,186.0,2023.0,"['#只想懶', '#我出完post都去瞓覺啦', '#NEKOSCUBE', '#Party🎊', '#貓', '#貓奴日常', '#香港打卡', '#香港好去處', '#放假好去處', '#拍拖好去處', '#拍拖', '#拍拖勝地', '#情侶好去處', '#打卡', '#打卡cafe', '#浪浪', '#港短', '#catcafe', '#荃灣', '#catsofttheworld', '#cat', '#meow', '#mainecoon', '#neko', '#catreel', '#catphotographer', '#catmodels', '#pet']",28.0
1052,nekoscube,2023-11-04,"昏迷系貓咪
Mizu 影親都係瞓緊覺㗎💤
- - - - - - 🄽🄴🄺🄾🅂🄲🅄🄱🄴 - - - - - -

#nekoscube 貓CAFE｜共享空間｜貓咪文創精品｜寵物用品｜生日party｜包場

- - - - - - 𝙊𝙋𝙀𝙉𝙄𝙉𝙂 𝙃𝙊𝙐𝙍𝙎 - - - - - -

🕑營業：平日及假日12:30-20:30
🐱最後入場時間：20:00🐱

- - - - - - 𝘼𝘿𝘿𝙍𝙀𝙎𝙎 - - - - - -

地址：新界荃灣路德圍4號荃運樓2期1/F A室 (荃灣路德圍和順記旁直上一樓)

#貓奴天堂 #緬因貓

🎊歡迎包場～～查詢電話:7075 3977 

#治癒空間 

- - - - - - 𝘾𝙊𝙉𝙏𝘼𝘾𝙏 - - - - - -

詳情可以dm/whatsapp 70753977,向客服查詢更多詳情!!

#荃灣好去處
#貓cafe  #catcafe #荃灣 #港短

#catsofttheworld #cats_of_instagram #cat #catlife #catstagram #meow #bestmeow #mainecoon #neko #petlovers #beautycat #petsagram  #貓 #catholic #catreel #catphotographer #catmodels #pet",12,2023-11-04,27.0,2023.0,"['#nekoscube', '#貓奴天堂', '#緬因貓', '#治癒空間', '#荃灣好去處', '#貓cafe', '#catcafe', '#荃灣', '#港短', '#catsofttheworld', '#cats_of_instagram', '#cat', '#catlife', '#catstagram', '#meow', '#bestmeow', '#mainecoon', '#neko', '#petlovers', '#beautycat', '#petsagram', '#貓', '#catholic', '#catreel', '#catphotographer', '#catmodels', '#pet']",27.0
812,nekoscube,2024-10-05,"芝芝：人類！冰棒好好吃！一起舔吧😻😻

～̷～̷～̷～̷～̷～̷～̷～̷～̷～̷～̷～̷～̷

🕑營業：平日及假日1230-2030
最後入場時間：2000 🏖不定休🏕
📍新界荃灣路德圍4號荃運樓2期1/F A室
☎️+852 70753977 ⚠️未滿 5歲以下需先詢問

首小時$75 / 其後以1 元1分鐘計算😍 
週末六、日及紅日加一服務費

#貓 #貓貓 #catlovers #貓咪咖啡廳 #貓咪日常 #貓咖啡 #緬因貓 #港短也是名種 #mainecoon #cake #荃灣 #荃灣好去處 

#貓奴日常 #香港打卡 #香港好去處 #放假好去處 #情侶好去處  #浪浪 #港短 #catcafe

#catsofttheworld  #cat #meow  #mainecoon #catphotographer #catmodels #pet",128,2024-10-05,336.0,2024.0,"['#貓', '#貓貓', '#catlovers', '#貓咪咖啡廳', '#貓咪日常', '#貓咖啡', '#緬因貓', '#港短也是名種', '#mainecoon', '#cake', '#荃灣', '#荃灣好去處', '#貓奴日常', '#香港打卡', '#香港好去處', '#放假好去處', '#情侶好去處', '#浪浪', '#港短', '#catcafe', '#catsofttheworld', '#cat', '#meow', '#mainecoon', '#catphotographer', '#catmodels', '#pet']",27.0
809,nekoscube,2024-11-05,"傭懶的午後，兩隻貓咪在陽光下享受著最溫馨的陪伴🫶🏻

 ̷～̷～̷～̷～̷～̷～̷～̷～̷～̷～̷～̷～̷～̷

🕑營業：平日及假日1230-2030
最後入場時間：2000 🏖不定休🏕
📍新界荃灣路德圍4號荃運樓2期1/F A室
☎️+852 70753977 ⚠️未滿 5歲以下需先詢問

首小時$75 / 其後以1 元1分鐘計算😍 
週末六、日及紅日加一服務費

#貓 #貓貓 #catlovers #貓咪咖啡廳 #貓咪日常 #貓咖啡 #緬因貓 #港短也是名種 #mainecoon #cake #荃灣 #荃灣好去處 

#貓奴日常 #香港打卡 #香港好去處 #放假好去處 #情侶好去處  #浪浪 #港短 #catcafe

#catsofttheworld  #cat #meow  #mainecoon #catphotographer #catmodels #pet",41,2024-11-05,31.0,2024.0,"['#貓', '#貓貓', '#catlovers', '#貓咪咖啡廳', '#貓咪日常', '#貓咖啡', '#緬因貓', '#港短也是名種', '#mainecoon', '#cake', '#荃灣', '#荃灣好去處', '#貓奴日常', '#香港打卡', '#香港好去處', '#放假好去處', '#情侶好去處', '#浪浪', '#港短', '#catcafe', '#catsofttheworld', '#cat', '#meow', '#mainecoon', '#catphotographer', '#catmodels', '#pet']",27.0
616,urban.cafe.hk,2021-01-02,"Lunch • 蜜糖芥末 伴 香草燒春雞🐓
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
💥旺角 每日21:00後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 23:00pm",252,2021-01-02,0.0,2021.0,,0.0
595,urban.cafe.hk,2021-01-03,"Cat • 薯蓉😻
.
所有分店營業時間: 12pm🕛-10pm🕙
大家可以用星期一至五7點半前離座8折優惠喇😻
歡迎訂位或walk in😺
旺角☎️ 6832 6990
觀塘☎️ 5307 3636
(Signal都可以)
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
💥旺角 每日21:00後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 23:00pm",620,2021-01-03,1.0,2021.0,,0.0
